bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,1,0,0,,32,1999,arr,karo1305,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1368"", ""label"": ""Karo (Brazil)""}, {""url"": ""https://www.wikidata.org/entity/Q35539"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Ramarama_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kaa"", ""label"": ""Kar\u00f3 (Ar\u00e1ra)""}], ""meds"": [[""125332"", ""long_grammar"", 1999, 320, ""Gabas, Jr., Nilson 1999""], [""82124"", ""phonology_or_text"", 1989, 91, ""Gabas, Jr., Nilson 1989""], [""148033"", ""wordlist_or_less"", 1959, 23, ""Hugo, Vitor 1959""], [""131050"", ""wordlist_or_less"", 1945, 23, ""Horta Barbosa, Nicolau Bueno 1945""], [""121991"", ""wordlist_or_less"", 1932, 4, ""Curt Nimuendaj\u00fa 1932""], [""67885"", ""wordlist_or_less"", 1925, 3, ""Curt Nimuendaj\u00fa 1925""]]}",-10.3342,language,-61.5691,South America,,Karo (Brazil),('Karo [karo1306]':1)'Karo {Brazil} [karo1305][arr]-l-':1,3587
False,Spoken L1 Language,0,0,0,,263,263,xat,kata1270,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3103"", ""label"": ""Katawixi""}, {""url"": ""https://www.wikidata.org/entity/Q3440512"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Katawixi_language"", ""label"": null}], ""meds"": [[""35998"", ""wordlist_or_less"", 1949, 1, ""\u010cestm\u00edr Loukotka 1949""], [""154309"", ""wordlist_or_less"", 1921, 3, ""Verneau, R. 1921""], [""17968"", ""wordlist_or_less"", 1919, 2, ""Tastevin, Constant 1919""]]}",-7.25015,language,-64.8319,South America,,Katawixi,'Katawixi [kata1270][xat]-l-':1,990
False,Spoken L1 Language,0,0,0,,180,2475,ktx,kaxa1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3100"", ""label"": ""Kaxarar\u00ed""}, {""url"": ""https://www.wikidata.org/entity/Q6380124"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kasharari_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kaxa1239"", ""label"": null}], ""meds"": [[""89645"", ""phonology_or_text"", 2004, 122, ""Cavalcante Sousa, Gladys 2004""], [""86840"", ""phonology_or_text"", 2000, 0, ""Lanes, Elder Jos\u00e9 2000""], [""10723"", ""wordlist_or_less"", 1973, 4, ""Wilbur Pickering 1973""], [""142006"", ""wordlist_or_less"", 1919, 3, ""Mas\u00f4, Jo\u00e3o Alberto 1919""]]}",-9.47288,language,-66.3329,South America,,Kaxararí,'Kaxararí [kaxa1239][ktx]-l-':1,4216
False,Spoken L1 Language,4,0,0,,400,1827,kbb,kaxu1237,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3099"", ""label"": ""Katx\u00fayana""}, {""url"": ""https://www.wikidata.org/entity/Q12953626"", ""label"": null}, {""url"": ""https://phoible.org/languages/kaxu1237"", ""label"": null}], ""meds"": [[""44413"", ""phonology_or_text"", 1997, 15, ""Gildea, Spike 1997""], [""112493"", ""phonology_or_text"", 1980, 101, ""Paula, Ruth Wallace de Garcia 1980""], [""40909"", ""phonology_or_text"", 1970, 20, ""Ruth Wallace de Garcia 1970""], [""471985"", ""wordlist_or_less"", 1961, 10, ""Gottfried Polykrates 1961""], [""127053"", ""wordlist_or_less"", 1936, 9, ""Pompeu Sobrinho, Thomas 1936""], [""150211"", ""wordlist_or_less"", 1932, 4, ""Hurley, Jorge 1932""]]}",2.17138,language,-55.9101,South America,,Kaxuiâna,"('Cunuana [cunu1237]':1,'De''cuana [decu1237]':1,'Ihuruana [ihur1237]':1,'Pawiyana [pawi1238]':1)'Kaxuiâna [kaxu1237][kbb]-l-':1",3377
False,Spoken L1 Language,0,0,0,,32,7737,kyz,kaya1329,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/kyz"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3149"", ""label"": ""Kawaiwete""}, {""url"": ""https://en.wikipedia.org/wiki/Kayabi_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kaya1329"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kyz"", ""label"": ""Kayab\u00ed""}, {""url"": ""https://www.wikidata.org/entity/Q6380372"", ""label"": null}], ""meds"": [[""48703"", ""grammar"", 1997, 153, ""Rose Dobson 1997""], [""51787"", ""grammar_sketch"", 1989, 0, ""Weiss, Helga Elizabeth 1989""], [""85704"", ""phonology_or_text"", 1983, 0, ""Dobson, Rose M. 1983""], [""99335"", ""phonology_or_text"", 1976, 0, ""Dobson, Rose M. 1976""], [""142419"", ""wordlist_or_less"", 1942, 17, ""Max Schmidt 1942""], [""92748"", ""wordlist_or_less"", 1904, 5, ""Schmidt, Max 1993 [1904]""]]}",-11.2747,language,-55.5479,South America,,Kayabí,'Kayabí [kaya1329][kyz]-l-':1,10457
False,Spoken L1 Language,3,0,0,,81,3728,txu,kaya1330,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/txu"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3098"", ""label"": ""Mebengokre""}, {""url"": ""https://en.wikipedia.org/wiki/Kayapo_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kaya1330"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kyp"", ""label"": ""Kayap\u00f3""}, {""url"": ""https://www.wikidata.org/entity/Q3101212"", ""label"": null}], ""meds"": [[""548157"", ""long_grammar"", 2015, 359, ""Lucivaldo Silva da Costa 2015""], [""20289"", ""grammar"", 1989, 246, ""Jefferson, Kathleen 2013 [1989]""], [""41704"", ""grammar"", 1914, 4, ""Sala, Antonio Maria 1914""], [""81449"", ""grammar_sketch"", 1894, 23, ""Paul Ehrenreich 1894""], [""38316"", ""wordlist_or_less"", 1892, 4, ""Socrates, Eduardo Arthur 1892""], [""80889"", ""wordlist_or_less"", 1849, 14, ""da Silva e Sousa, Luiz Antonio 1849""]]}",-7.77352,language,-51.6737,South America,,Kayapó,"('Kayapó of Pará [kara1501]':1,'Txucarramãe [kaya1331]':1,'Xikrin [xikr1238]':1)'Kayapó [kaya1330][txu]-l-':1",5557
False,Spoken L1 Language,0,0,0,,32,32,kpn,kepk1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3195366"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kepkiriw%C3%A1t_language"", ""label"": null}], ""meds"": [[""154958"", ""wordlist_or_less"", 1948, 10, ""Rondon, C\u00e1ndido M. S. and de Faria, Jo\u00e3o Barbosa 1948""]]}",-11.663,language,-61.246,South America,,Kepkiriwát,'Kepkiriwát [kepk1241][kpn]-l-':1,497
False,Spoken L1 Language,0,0,0,,81,3725,NOCODE_Kimda,kimd1235,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Kimda"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Kimda, a poorly attested Southern Je language, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:w:Lista:Misiones**).""}, ""links"": [], ""meds"": [[""161059"", ""wordlist_or_less"", 1883, 124, ""Lista, Ram\u00f3n 1883""]]}",-25.826594,language,-54.625855,South America,,Kimda,'Kimda [kimd1235]-l-':1,5553
False,Spoken L1 Language,0,0,0,,48,520,NOCODE_Kitemoka,kite1237,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Kitemoka"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Kitemoka, an extinct Chapacuran language of Bolivia, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:hvw:deCrequiMontfortRivet:Capakura**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q7272651"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Quitemo_language"", ""label"": null}], ""meds"": [[""126077"", ""wordlist_or_less"", 1913, 9, ""de Cr\u00e9qui-Montfort, Georges and Paul Rivet 1913""]]}",-16.0,language,-62.75,South America,,Kitemoka,'Kitemoka [kite1237]-l-':1,2033
False,Unattested,0,0,0,,204,859,NOCODE_Kuntanawa,kont1246,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Kuntanawa"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Kontan\u00e1wa (Panoan, thought to be extinct until 2002) is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 **hh:hsoc:deAguiar:Panoan**:40. However, no linguistic data has been published to contradict or verify that Kontan\u00e1wa is a different language (as opposed to merely a dialect of a different ethnic group, or a different ethnic group who no longer speak their ancestral language) from other Nawa-languages (**hh:hsoc:deAguiar:Panoan**, **hh:he:Tastevin:Jurua**). If not a distinct language, Kontan\u00e1wa should at least be included as a dialect of another language.""}, ""links"": [], ""meds"": [[""28136"", ""wordlist_or_less"", 2007, 1, ""Maria S. de Aguiar 2007""], [""17968"", ""wordlist_or_less"", 1919, 2, ""Tastevin, Constant 1919""]]}",,language,,South America,,Kontanáwa,'Kontanáwa [kont1246]-l-':1,2527
False,Spoken L1 Language,0,0,0,,211,2592,coe,kore1283,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/coe"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3091"", ""label"": ""Coreguaje""}, {""url"": ""https://en.wikipedia.org/wiki/Koreguaje_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kore1283"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kje"", ""label"": ""Koreguaje""}, {""url"": ""https://www.wikidata.org/entity/Q3198924"", ""label"": null}], ""meds"": [[""156246"", ""grammar"", 1993, 111, ""Cook, Dorothy M. and Criswell, Linda L. 1993""], [""160440"", ""grammar_sketch"", 1985, 24, ""Brend, Ruth M. 1985""], [""39806"", ""phonology_or_text"", 1984, 21, ""Young, Carolyn M. and Dorothy Cook and Frances L. Gralow and Dorothy M. Cook 1984""], [""61255"", ""phonology_or_text"", 1976, 30, ""Lozano P., Lorenzo 1976""], [""28208"", ""wordlist_or_less"", 1905, 19, ""Joaquin Rocha 1905""], [""20572"", ""wordlist_or_less"", 1860, 7, ""Vergara y Vergara, Jose Maria and Evaristo Delgado 1860-1861""]]}",0.92316,language,-75.3475,South America,,Koreguaje,'Koreguaje [kore1283][coe]-l-':1,4318
False,Spoken L1 Language,0,0,0,,180,6328,xor,koru1247,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3090"", ""label"": ""Korubo""}, {""url"": ""https://www.wikidata.org/entity/Q3199022"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Korubo_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/koru1247"", ""label"": null}], ""meds"": [[""105081"", ""phonology_or_text"", 2009, 60, ""de Oliveira, Sanderson Castro Soares 2009""], [""28136"", ""wordlist_or_less"", 2007, 1, ""Maria S. de Aguiar 2007""], [""163671"", ""wordlist_or_less"", 2000, 10, ""Philippe Erikson 2000""], [""161546"", ""wordlist_or_less"", 1981, 10, ""Julio Cesar Melatti 1981""], [""117580"", ""wordlist_or_less"", 1975, 0, ""Montagner Melatti, Delvair and Julio Cezar Melatti 1975""]]}",-5.3655,language,-70.5094,South America,,Korubo,'Korubo [koru1247][xor]-l-':1,8950
False,Spoken L1 Language,0,0,0,,81,593,kqq,kren1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3086"", ""label"": ""Krenak""}, {""url"": ""https://www.wikidata.org/entity/Q6436747"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Krenak_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kren1239"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kqq"", ""label"": ""Krenak""}], ""meds"": [[""306601"", ""grammar_sketch"", 2012, 315, ""Katia Nepomuceno Pessoa 2012""], [""7703"", ""grammar_sketch"", 1909, 47, ""Rudolph, Bruno 1909""], [""121277"", ""grammar_sketch"", 1896, 26, ""Paul Ehrenreich 1896""], [""81836"", ""wordlist_or_less"", 1887, 40, ""Paul Ehrenreich 1887""], [""78637"", ""wordlist_or_less"", 1884, 15, ""A. H. Keane 1884""], [""33483"", ""wordlist_or_less"", 1870, 15, ""Hartt, Charles Frederick 1870""], [""79048"", ""wordlist_or_less"", 1867, 3, ""von Martius, Carl Friedrich Philip 1867""], [""21812"", ""wordlist_or_less"", 1846, 0, ""Jomard, M. 1846""], [""300206"", ""wordlist_or_less"", 1825, 0, ""Marli\u00e8re, Guido T. 1825""], [""42966"", ""wordlist_or_less"", 1814, 17, ""Freyreyss, G.W. 1900-01 [1814]""], [""145118"", ""wordlist_or_less"", 1618, 0, ""Brand\u00e3o, Ambr\u00f3sio Fernandes 1953 [1618]""]]}",-18.9988,language,-41.2299,South America,,Krenak,'Krenak [kren1239][kqq]-l-':1,2159
False,Spoken L1 Language,0,0,0,,81,5559,xre,krey1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/2670"", ""label"": ""Kreye""}, {""url"": ""https://en.wikipedia.org/wiki/Kr%E1%BA%BDje_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q3199686"", ""label"": null}], ""meds"": [[""8992"", ""wordlist_or_less"", 1914, 11, ""Curt Nimuendaj\u00fa-Unkel 1914""]]}",-4.199179,language,-44.8295387,South America,,Northeastern Timbira,'Northeastern Timbira [krey1238][xre]-l-':1,7894
False,Spoken L1 Language,0,0,0,,400,3371,kui,kuik1246,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/kui"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1852"", ""label"": ""Kuikuro""}, {""url"": ""https://en.wikipedia.org/wiki/Amonap_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kuik1246"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kkq"", ""label"": ""Kuik\u00faro""}, {""url"": ""https://www.wikidata.org/entity/Q3915522"", ""label"": null}], ""meds"": [[""453040"", ""long_grammar"", 1986, 605, ""Franchetto, Bruna 1986""], [""30681"", ""grammar_sketch"", 1984, 21, ""Dole, Gertrude 1984""], [""155756"", ""wordlist_or_less"", 1956, 3, ""Tolksdorf, Fritz 1956""], [""137320"", ""wordlist_or_less"", 1955, 10, ""Saake, Wilhelm 1955""], [""71296"", ""wordlist_or_less"", 1948, 3, ""Claude L\u00e9vi-Strauss 1948""]]}",-12.3035,language,-53.2261,South America,,Kuikúro-Kalapálo,'Kuikúro-Kalapálo [kuik1246][kui]-l-':1,5136
True,Bookkeeping,0,0,0,,342,342,NOCODE_Kukura,kuku1286,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""158191"", ""wordlist_or_less"", 1932, 3, ""Nimuendaj\u00fa, Curt 1932""]]}",,language,,South America,,Kukura,'Kukura [kuku1286]-l-':1,1425
False,Spoken L1 Language,0,0,0,,180,6328,xpk,kuli1255,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1734"", ""label"": ""Kulina""}, {""url"": ""https://www.wikidata.org/entity/Q6443027"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Curu%C3%A7a_Kulina_language"", ""label"": null}], ""meds"": [[""85053"", ""phonology_or_text"", 2010, 18, ""Fleck, David W. 2010""], [""117735"", ""wordlist_or_less"", 2007, 18, ""Fleck, David W. 2007""], [""94138"", ""wordlist_or_less"", 1975, 5, ""Martha A. Jakway 1975""]]}",-6.17715,language,-72.0438,South America,,Kulina Pano,'Kulina Pano [kuli1255][xpk]-l-':1,8947
False,Spoken L1 Language,0,0,0,,,,kuz,kunz1244,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q2669181"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kunza_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kunz1244"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_atm"", ""label"": ""Atacame\u00f1o""}], ""meds"": [[""29369"", ""grammar_sketch"", 1908, 123, ""R. R. Schuller 1908""], [""33855"", ""grammar_sketch"", 1890, 18, ""Francisco J. San Rom\u00e1n 1890""], [""16739"", ""phonology_or_text"", 1869, 0, ""Tschudi, J.J. von 1971 [1869]""], [""22217"", ""wordlist_or_less"", 1860, 0, ""Philippi, Rudolph A. 1860""]]}",-23.0,language,-69.0,South America,,Kunza,'Kunza [kunz1244][kuz]-l-':1,40
False,Spoken L1 Language,0,0,0,,32,493,kyr,kuru1309,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3085"", ""label"": ""Kuruaya""}, {""url"": ""https://www.wikidata.org/entity/Q3200633"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kuruaya_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kuru1309"", ""label"": null}], ""meds"": [[""319563"", ""phonology_or_text"", 2009, 139, ""da Silva, Elissandra Barros 2009""], [""46431"", ""phonology_or_text"", 1998, 73, ""Costa, Raimundo Nonato Vieira 1998""], [""23568"", ""wordlist_or_less"", 1930, 30, ""Curt Nimuendaj\u00fa 1930""], [""84538"", ""wordlist_or_less"", 1910, 4, ""Snethlage, Emilia 1910""]]}",-3.09561,language,-52.2303,South America,,Kuruáya,'Kuruáya [kuru1309][kyr]-l-':1,1993
False,Spoken L1 Language,0,0,0,,310,4697,NOCODE_Kustenau,kust1238,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Kustenau"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Kustenau, a Central Maipuran Arawakan language, documented in a wordlist by **hh:hew:vondenSteinen:Zentral-Brasiliens**, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24.""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5196293"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Custenau_language"", ""label"": null}], ""meds"": [[""19379"", ""wordlist_or_less"", 1894, 37, ""Karl von den Steinen 1894""]]}",-14.9,language,-53.15,South America,,Kustenau,'Kustenau [kust1238]-l-':1,6896
False,Spoken L1 Language,0,0,0,,48,3605,NOCODE_Kuyubi,kuyu1236,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Kuyubi"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""The highly endangered Chapacuran language Kujubi is missing\n(**hh:phonw:Duran:KawTayo**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5193781"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Cumana_language"", ""label"": null}], ""meds"": [[""12066"", ""phonology_or_text"", 2000, 68, ""Duran, Iris Rodrigues 2000""], [""44485"", ""wordlist_or_less"", 1997, 0, ""Angenot, Geralda de Lima V. 1997""], [""156218"", ""wordlist_or_less"", 1995, 0, ""Angenot, Geralda de Lima V. and Luciana F. dos Santos 1995""]]}",-11.75,language,-64.0,South America,,Kuyubi,'Kuyubi [kuyu1236]-l-':1,5412
False,Spoken L1 Language,0,0,0,,,,xwa,kwaz1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3033"", ""label"": ""Kwaza""}, {""url"": ""https://www.wikidata.org/entity/Q3200839"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kwaza_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/kwaz1243"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_kwz"", ""label"": ""Kwaza""}], ""meds"": [[""113827"", ""long_grammar"", 2004, 1064, ""Hein van der Voort 2004""], [""141415"", ""long_grammar"", 2000, 780, ""Hein van der Voort 2000""], [""128504"", ""grammar_sketch"", 1997, 20, ""Hein van der Voort 1997""], [""52389"", ""wordlist_or_less"", 1984, 6, ""Carlson, Harvey 1984""], [""161469"", ""wordlist_or_less"", 1963, 1, ""\u010cestm\u00edr Loukotka 1963""]]}",-11.6667,language,-61.1833,South America,,Kwaza,'Kwaza [kwaz1243][xwa]-l-':1,133
False,Spoken L1 Language,0,0,0,,273,25148,kww,kwin1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q721182"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kwinti_language"", ""label"": null}], ""meds"": [[""153381"", ""wordlist_or_less"", 1988, 16, ""Huttar, George L. 1988""], [""175832"", ""wordlist_or_less"", 1987, 2, ""Hancock, Ian 1987""], [""76102"", ""wordlist_or_less"", 1984, 5, ""Huttar, George L. and Smith, N. S. H. 1984""], [""548635"", ""wordlist_or_less"", 1975, 39, ""van der Elst, Dirk 1975""]]}",5.1323,language,-56.1266,South America,,Kwinti,'Kwinti [kwin1243][kww]-l-':1,25430
False,Spoken L1 Language,0,0,0,,231,4391,lkd,lako1248,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q20527166"", ""label"": null}], ""meds"": [[""71258"", ""grammar"", 2002, 206, ""Telles de Araujo Pereira Lima, Stella 2002""], [""154958"", ""wordlist_or_less"", 1948, 10, ""Rondon, C\u00e1ndido M. S. and de Faria, Jo\u00e3o Barbosa 1948""]]}",-13.2,language,-60.5,South America,,Lakondê,'Lakondê [lako1248][lkd]-l-':1,6516
False,Spoken L1 Language,2,0,0,,138,2383,quf,lamb1276,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/quf"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/5307"", ""label"": ""Lambayeque Quechua""}, {""url"": ""https://en.wikipedia.org/wiki/Lambayeque_Quechua"", ""label"": null}, {""url"": ""https://phoible.org/languages/lamb1276"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q35519"", ""label"": null}], ""meds"": [[""326092"", ""grammar"", 1999, 172, ""Taylor, Gerald 1999""], [""117731"", ""grammar_sketch"", 1996, 144, ""Taylor, Gerald 1996""], [""72736"", ""grammar_sketch"", 1982, 40, ""Taylor, Gerald 1982""], [""122995"", ""phonology_or_text"", 1977, 0, ""Escribens, Augusto 1977""], [""17825"", ""phonology_or_text"", 1975, 0, ""Echerd, Stephen 1975""]]}",-6.1715,language,-79.468,South America,,Lambayeque Quechua,"('Cañaris [cana1261]':1,'Incahuasi [inca1238]':1)'Lambayeque Quechua [lamb1276][quf]-l-':1",4117
False,Spoken L1 Language,0,0,0,,231,4391,ltn,latu1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q63259736"", ""label"": null}, {""url"": ""https://phoible.org/languages/latu1238"", ""label"": null}], ""meds"": [[""71258"", ""grammar"", 2002, 206, ""Telles de Araujo Pereira Lima, Stella 2002""]]}",-12.608792,language,-60.422423,South America,,Latundê,'Latundê [latu1238][ltn]-l-':1,6517
False,Spoken L1 Language,0,0,0,,,,lec,leco1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/2915"", ""label"": ""Leco""}, {""url"": ""https://www.wikidata.org/entity/Q2625398"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Leco_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/leco1242"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_lec"", ""label"": ""Leko""}], ""meds"": [[""15124"", ""grammar_sketch"", 1905, 62, ""Samuel A. Lafone Quevedo 1905""], [""42445"", ""wordlist_or_less"", 1853, 571, ""Henry A. Weddell 1853""], [""104642"", ""wordlist_or_less"", 1794, 16, ""Palau, Mercedes and Blanca Saiz 1989 [1794]""], [""96331"", ""wordlist_or_less"", 1770, 19, ""Cosme Bueno 1770""]]}",-15.0092,language,-67.8818,South America,,Leco,'Leco [leco1242][lec]-l-':1,172
False,Spoken L1 Language,0,0,0,,138,6145,qvj,loja1235,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/10851"", ""label"": ""Highland Ecuadorian Quichua""}, {""url"": ""https://www.wikidata.org/entity/Q25559700"", ""label"": null}], ""meds"": [[""162807"", ""grammar_sketch"", 1982, 27, ""Carpenter, Lawrence Kidd 1982""], [""79569"", ""phonology_or_text"", 1980, 121, ""Mason, Peter 1980""], [""10086"", ""wordlist_or_less"", 1977, 43, ""Stark, Louisa R. and Pieter C. Muysken 1977""], [""28169"", ""wordlist_or_less"", 1946, 7, ""John Murra 1946""], [""100395"", ""wordlist_or_less"", 1931, 5, ""Conde O.F.M., P. Tom\u00e1s 1981 [1931]""], [""164583"", ""wordlist_or_less"", 1896, 0, ""Grimm, Juan 1989 [1896-97]""], [""133830"", ""wordlist_or_less"", 1878, 0, ""Gonz\u00e1lez Su\u00e1rez 1878""]]}",-3.69352,language,-79.29151,South America,,Loja Highland Quichua,'Loja Highland Quichua [loja1235][qvj]-l-':1,8754
False,Spoken L1 Language,0,0,0,,273,24672,spq,lore1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q72256"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Amazonic_Spanish"", ""label"": null}], ""meds"": [[""304823"", ""grammar_sketch"", 1998, 122, ""Barraza de la Cruz, Yris 1998""], [""551667"", ""wordlist_or_less"", 1987, 0, ""Ram\u00edrez, Luis H. 1987""]]}",-4.74563,language,-73.6507,South America,,Peruvian Amazonian Spanish,'Peruvian Amazonian Spanish [lore1243][spq]-l-':1,25104
False,Spoken L1 Language,0,0,0,,,,ule,lule1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q12635889"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Lule_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_lul"", ""label"": ""Lule""}], ""meds"": [[""302074"", ""grammar_sketch"", 1732, 369, ""Antonio Maccioni 2008 [1732]""]]}",-25.221839,language,-61.887818,South America,,Lule,'Lule [lule1238][ule]-l-':1,350
