bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,2,0,0,,306,1096,gva,guan1268,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/2698"", ""label"": ""Guana (Paraguay)""}, {""url"": ""https://www.wikidata.org/entity/Q3033534"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kaskih%C3%A1_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gna"", ""label"": ""Guana""}], ""meds"": [[""152583"", ""grammar_sketch"", 1999, 82, ""Unruh, Ernesto and Hannes Kalisch 1999""], [""157353"", ""wordlist_or_less"", 1892, 149, ""de Bassilan, Mallat 1892""]]}",-21.9803,language,-58.0654,South America,,Guana (Paraguay),"('Echoladi [echo1239]':1,'Layana [laya1256]':1)'Guana {Paraguay} [guan1268][gva]-l-':1",3012
False,Spoken L1 Language,0,0,0,,211,6457,gvc,guan1269,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/gvc"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/1955"", ""label"": ""Wanano""}, {""url"": ""https://en.wikipedia.org/wiki/Wanano_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/guan1269"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gno"", ""label"": ""Guanano""}, {""url"": ""https://www.wikidata.org/entity/Q3566001"", ""label"": null}], ""meds"": [[""314598"", ""long_grammar"", 2013, 536, ""Kristine Stenzel 2013""], [""114148"", ""long_grammar"", 2004, 452, ""Kristine Stenzel 2004""], [""46173"", ""grammar"", 1976, 151, ""Waltz, Nathan E. 1976""], [""106201"", ""grammar_sketch"", 1967, 56, ""Giacone, Ant\u00f4nio 1967""], [""310990"", ""wordlist_or_less"", 1909, 8, ""Stradelli, Ermanno 1909""]]}",1.07554,language,-69.5705,South America,,Kotiria,'Kotiria [guan1269][gvc]-l-':1,9091
False,Spoken L1 Language,0,0,0,,32,7740,gyr,guar1292,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/gyr"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3163"", ""label"": ""Guarayu""}, {""url"": ""https://en.wikipedia.org/wiki/Guarayu_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/guar1292"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q3118779"", ""label"": null}], ""meds"": [[""51289"", ""grammar"", 1932, 167, ""Hoeller, Alfredo 1932""], [""302550"", ""grammar_sketch"", 1903, 91, ""Wolfgango Priv\u00e1ser 1903""], [""130791"", ""wordlist_or_less"", 1881, 82, ""da Fonseca, Jo\u00e3o Severiano 1881""]]}",-15.8247,language,-61.6934,South America,,Guarayu,'Guarayu [guar1292][gyr]-l-':1,10469
False,Spoken L1 Language,2,0,0,,310,3031,gae,guar1293,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/1951"", ""label"": ""Guarequena""}, {""url"": ""https://www.wikidata.org/entity/Q1091095"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Warekena_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/guar1293"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_wrk"", ""label"": ""Warekena""}], ""meds"": [[""557305"", ""grammar"", 2005, 236, ""Socorro S\u00e1nchez, Marlene 2005""], [""41888"", ""grammar"", 1998, 216, ""Alexandra Y. Aikhenvald 1998""], [""149174"", ""grammar"", 1997, 0, ""Gonz\u00e1lez \u00d1a\u00f1ez, Omar 1997""], [""304417"", ""grammar_sketch"", 1996, 69, ""Gonz\u00e1lez \u00d1\u00e1\u00f1ez, Omar 1996""], [""21294"", ""grammar_sketch"", 1892, 26, ""de la Grasserie, Raoul 1892""], [""149475"", ""wordlist_or_less"", 1882, 17, ""Jules Crevaux and P. Sagot and Adam, Lucien 1882""], [""309121"", ""wordlist_or_less"", 1853, 17, ""Alfred R. Wallace 1853""]]}",1.80835,language,-66.922505,South America,,Baniva de Maroa,"('Baniva de Guainia [bani1260]':1,'Warekéna do Xiê [ware1257]':1)'Baniva de Maroa [guar1293][gae]-l-':1",4683
False,Spoken L1 Language,0,0,0,,,,gta,guat1253,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/2894"", ""label"": ""Guat\u00f3""}, {""url"": ""https://www.wikidata.org/entity/Q3027940"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Guat%C3%B3_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/guat1253"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gto"", ""label"": ""Guat\u00f3""}], ""meds"": [[""68582"", ""grammar"", 1984, 163, ""Pal\u00e1cio, Adair Pimentel 1984""], [""164536"", ""grammar_sketch"", 1905, 234, ""Max Schmidt 1905""], [""125334"", ""wordlist_or_less"", 1891, 9, ""Daniel G. Brinton 1891""], [""41260"", ""wordlist_or_less"", 1886, 9, ""Card\u00fas, Jos\u00e9 1886""], [""79048"", ""wordlist_or_less"", 1867, 3, ""von Martius, Carl Friedrich Philip 1867""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""], [""9059"", ""wordlist_or_less"", 1851, 0, ""de Castelnau, Francis 1851""], [""121928"", ""wordlist_or_less"", 1839, 0, ""d'Orbigny, Alcide Dessalines 1839""], [""82971"", ""wordlist_or_less"", 1813, 15, ""Johann Christoph Adelung and Johann Severin Vater 1813""]]}",-17.8696,language,-57.2897,South America,,Guató,'Guató [guat1253][gta]-l-':1,345
False,Spoken L1 Language,0,0,0,,109,109,guo,guay1257,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/guo"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/2898"", ""label"": ""Guayabero""}, {""url"": ""https://en.wikipedia.org/wiki/Guayabero_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/guay1257"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gyb"", ""label"": ""Guayabero""}, {""url"": ""https://www.wikidata.org/entity/Q2980375"", ""label"": null}], ""meds"": [[""79832"", ""grammar_sketch"", 1984, 68, ""Keels, Jack 1984""], [""123838"", ""phonology_or_text"", 1974, 17, ""Arbel\u00e1ez G., Jorge and Montes U., Bernando and Waller, John 1974""], [""118601"", ""wordlist_or_less"", 1937, 2, ""Ossa V., Peregrino 1937""], [""75313"", ""wordlist_or_less"", 1936, 3, ""Loukotka, \u010cestm\u00edr 1936""]]}",2.8969,language,-71.844,South America,,Guayabero,'Guayabero [guay1257][guo]-l-':1,694
False,Spoken L1 Language,0,0,0,,349,349,NOCODE_Guenoa,guen1235,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Guenoa"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""G\u00fcenoa, an extinct Charr\u00faan language, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:ld:Vignati:Guenoa**, **hh:w:Lafone:Chanases**, **hh:ht:Hervas:Saggio**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5626799"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/G%C3%BCenoa_language"", ""label"": null}], ""meds"": [[""13948"", ""phonology_or_text"", 1787, 3, ""Lorenzo Hervas 1787""]]}",-33.810189,language,-54.473877,South America,,Güenoa,'Güenoa [guen1235]-l-':1,1572
False,Spoken L1 Language,0,0,0,,81,593,NOCODE_Gueren,guer1242,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Gueren"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Gueren, an extinct close relative of of Krenak [kqq], is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:w:Ignace:Boruns**, **hh:w:Loukotka:Botocudo**). See also: Krenak [kqq].""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5614858"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Gueren_language"", ""label"": null}], ""meds"": [[""47425"", ""wordlist_or_less"", 1955, 12, ""\u010cestm\u00edr Loukotka 1955""], [""15226"", ""wordlist_or_less"", 1909, 3, ""\u00c9tienne Ignace 1909""]]}",-17.726974,language,-39.61441,South America,,Gueren,'Gueren [guer1242]-l-':1,2158
False,Spoken L1 Language,0,0,0,,273,25588,gcr,guia1246,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q1363072"", ""label"": null}, {""url"": ""https://apics-online.info/contributions/52"", ""label"": ""Guyanais""}, {""url"": ""https://en.wikipedia.org/wiki/French_Guianese_Creole"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_gfr"", ""label"": ""Guianese French Creole""}], ""meds"": [[""53858"", ""long_grammar"", 1997, 571, ""Schlupp, Daniel 1997""], [""314372"", ""long_grammar"", 1983, 333, ""Flore Peyraud 1983""], [""34643"", ""grammar_sketch"", 1872, 209, ""Saint-Quentin, Alfred de and Saint-Quentin, Auguste de and Saint-Quentin, Eug\u00e9ne de 1872""]]}",4.94804,language,-52.7336,South America,,Guianese Creole French,'Guianese Creole French [guia1246][gcr]-l-':1,25724
False,Spoken L1 Language,0,0,0,,310,3026,NOCODE_Guinau,guin1258,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Guinau"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Guinau, an extinct Arawakan language (**hh:hvw:Ramirez:Arawak**), is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:w:Schomburgk:Guinau**, **hh:w:Koch-Grunberg:Guinau**, **hh:hw:Martius:Brasiliens**). It has been shown by **hh:hvw:Ramirez:Arawak-Enciclopedia**:583-600 to be an independent language of the Medio Rio Negro subgroup.""}, ""links"": [], ""meds"": [[""61736"", ""wordlist_or_less"", 2001, 12, ""Henri Ramirez 2001""], [""134885"", ""wordlist_or_less"", 1848, 11, ""Robert H. Schomburgk 1848""]]}",4.797607,language,-64.73877,South America,,Guinau,'Guinau [guin1258]-l-':1,4675
False,Sign Language,0,0,0,,249,2798,NOCODE_Guyana-Sign,guya1253,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""326028"", ""phonology_or_text"", 1990, 168, ""Don Cabbage and John Peterson 1990""]]}",6.795809,language,-58.151363,South America,,Guyana Sign Language,'Guyana Sign Language [guya1253]-l-':1,4508
False,Spoken L1 Language,0,0,0,,139,749,NOCODE_Haush,haus1240,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Haush"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24""], ""comment"": ""Haush, an extinct insular Chonan language, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24 (**hh:hew:Coiazzi:Fuegino**, **hh:hv:ViegasBarros:Patagonia**, **hh:ew:Furlong:Haush-Ona**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3128376"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Haush_language"", ""label"": null}], ""meds"": [[""112741"", ""wordlist_or_less"", 1887, 39, ""Lista, Ram\u00f3n 1887""]]}",-54.7,language,-65.5,South America,,Haush,'Haush [haus1240]-l-':1,2387
False,Spoken L1 Language,0,0,0,,315,315,hib,hibi1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3135164"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Hibito_language"", ""label"": null}], ""meds"": [[""34227"", ""wordlist_or_less"", 1930, 6, ""G\u00fcnter Tessmann 1930""], [""14618"", ""wordlist_or_less"", 1892, 16, ""Daniel G. Brinton 1892""], [""36627"", ""wordlist_or_less"", 1853, 0, ""Herndon, William Lewis and Lardner Gibbon 1853-54""]]}",-6.58333,language,-77.7,South America,,Hibito,'Hibito [hibi1243][hib]-l-':1,1116
False,Unattested,0,0,0,,204,880,hir,hima1247,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/4266"", ""label"": ""Himarim\u00e3""}, {""url"": ""https://www.wikidata.org/entity/Q5765127"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Himarim%C3%A3_language"", ""label"": null}], ""meds"": [[""71967"", ""wordlist_or_less"", 1991, 2, ""Nogueira, Anna L. E. Lins 1991""], [""155464"", ""wordlist_or_less"", 1990, 2, ""Kroemer, Gunther 1990""]]}",-6.25217,language,-64.70047,South America,,Himarimã,'Himarimã [hima1247][hir]-l-':1,2564
False,Spoken L1 Language,0,0,0,,400,3376,hix,hixk1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/hix"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3219"", ""label"": ""Hixkaryana""}, {""url"": ""https://en.wikipedia.org/wiki/Hixkaryana_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/hixk1239"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_hix"", ""label"": ""Hixkaryana""}, {""url"": ""https://www.wikidata.org/entity/Q56522"", ""label"": null}], ""meds"": [[""138509"", ""long_grammar"", 1979, 303, ""Derbyshire, Desmond C. 1979""], [""56272"", ""grammar"", 1961, 11, ""Derbyshire, Desmond C. 1961""], [""128227"", ""wordlist_or_less"", 1947, 14, ""Hugo Mense 1947""], [""114202"", ""wordlist_or_less"", 1946, 42, ""Mense, F.Hugo 1946-47""], [""80619"", ""wordlist_or_less"", 1913, 27, ""Koch-Gr\u00fcnberg, Theodor 1913""]]}",-0.16265,language,-58.80153,South America,,Hixkaryána,'Hixkaryána [hixk1239][hix]-l-':1,5146
False,Unclassifiable,0,0,0,,394,394,NOCODE_Hoxa,hoxa1234,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""305000"", ""wordlist_or_less"", 1965, 3, ""Sergio El\u00edas Ortiz 1965""]]}",,language,,South America,,Hoxa,'Hoxa [hoxa1234]-l-':1,1785
False,Spoken L1 Language,4,0,0,,47,47,hug,huac1244,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/5170"", ""label"": ""Harakmbut""}, {""url"": ""https://en.wikipedia.org/wiki/Watipaeri_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q3446617"", ""label"": null}], ""meds"": [[""21960"", ""phonology_or_text"", 1979, 52, ""Peck, Charles 2008 [1979]""], [""17003"", ""phonology_or_text"", 1972, 11, ""Els van den Eynde 1972""], [""76088"", ""wordlist_or_less"", 1936, 36, ""Aza Mart\u00ednez, Jos\u00e9 P\u00edo 1936""], [""74304"", ""wordlist_or_less"", 1877, 30, ""Herman G\u00f6hring 1877""]]}",-13.31951,language,-71.22749,South America,,Huachipaeri,"('Arasairi [aras1241]':1,'Huachipaire [huac1245]':1,'Sapiteri [sapi1239]':1,'Toyeri [toye1240]':1)'Huachipaeri [huac1244][hug]-l-':1",517
False,Spoken L1 Language,0,0,0,,138,4121,qub,hual1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/qub"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/8115"", ""label"": ""Huallaga Quechua""}, {""url"": ""https://en.wikipedia.org/wiki/Huallaga_Quechua"", ""label"": null}, {""url"": ""https://phoible.org/languages/hual1241"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q35492"", ""label"": null}], ""meds"": [[""145767"", ""long_grammar"", 1996, 641, ""Weber, David J. 1996""], [""158610"", ""long_grammar"", 1989, 515, ""David John Weber 1989""], [""158615"", ""long_grammar"", 1983, 472, ""David John Weber 1983""], [""56780"", ""grammar"", 1976, 118, ""Weber, David J. 1976""], [""102963"", ""grammar"", 1958, 0, ""Sol\u00e1, Donald 1958""], [""159916"", ""wordlist_or_less"", 1953, 0, ""Ghersi Barrera, Humberto 1953""]]}",-9.57135,language,-75.594,South America,,Huallaga Huánuco Quechua,'Huallaga Huánuco Quechua [hual1241][qub]-l-':1,6170
False,Spoken L1 Language,0,0,0,,193,831,hub,huam1247,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/hub"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3278"", ""label"": ""Huambisa""}, {""url"": ""https://en.wikipedia.org/wiki/Huambisa_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/huam1247"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_hmb"", ""label"": ""Huambisa""}, {""url"": ""https://www.wikidata.org/entity/Q1526037"", ""label"": null}], ""meds"": [[""551434"", ""long_grammar"", 2015, 971, ""Pe\u00f1a, Jaime G. 2015""], [""89023"", ""grammar"", 1962, 0, ""Beasley, David 1962""], [""87523"", ""phonology_or_text"", 1957, 8, ""Pike, Kenneth L. and Beasley, David 1957""], [""95669"", ""wordlist_or_less"", 1956, 5, ""Beasley, David 1956""]]}",-3.99109,language,-77.9797,South America,,Huambisa,'Huambisa [huam1247][hub]-l-':1,2506
False,Spoken L1 Language,3,0,0,,138,4118,qvh,huam1248,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/qvh"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/10852"", ""label"": ""Chiquian-Bolognesi and Cajatambo Quechua""}, {""url"": ""https://phoible.org/languages/huam1248"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_qhu"", ""label"": ""Quechua (Huallaga)""}, {""url"": ""https://www.wikidata.org/entity/Q25559676"", ""label"": null}], ""meds"": [[""142827"", ""phonology_or_text"", 1982, 19, ""Stewart, Anne M. 1982""]]}",-9.15718,language,-76.3372,South America,,Huamalíes-Dos de Mayo Huánuco Quechua,"('Huamalíes [huam1249]':1,'Monzón [monz1251]':1,'Northern Dos de Mayo [nort2978]':1)'Huamalíes-Dos de Mayo Huánuco Quechua [huam1248][qvh]-l-':1",6157
False,Spoken L1 Language,3,0,0,,138,4118,qwh,huay1240,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/qwh"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/8112"", ""label"": ""Huaylas Quechua""}, {""url"": ""https://en.wikipedia.org/wiki/Huaylas_Quechua"", ""label"": null}, {""url"": ""https://phoible.org/languages/huay1240"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q6094343"", ""label"": null}], ""meds"": [[""471878"", ""grammar"", 1976, 187, ""Gary Parker 1976""], [""312358"", ""grammar_sketch"", 1971, 273, ""C. T. Snow and Louisa R. Stark 1971""], [""118623"", ""grammar_sketch"", 1970, 85, ""Escribens Trisano, Augusto and Paul Proulx 1970""], [""139187"", ""wordlist_or_less"", 1905, 161, ""Algunos religiosos franciscanos misioneros de los Colegios de propaganda fide del Per\u00fa 1905""]]}",-9.38709,language,-77.7768,South America,,Huaylas Ancash Quechua,"('Huailas [huai1241]':1,'Huaraz [huar1256]':1,'Yungay [yung1256]':1)'Huaylas Ancash Quechua [huay1240][qwh]-l-':1",6155
False,Spoken L1 Language,3,0,0,,138,4122,qvw,huay1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/qvw"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/5317"", ""label"": ""Jauja-Huanca Quechua""}, {""url"": ""https://www.wikidata.org/entity/Q65659285"", ""label"": null}], ""meds"": [[""552142"", ""grammar"", 2017, 72, ""Aviva Shimelman 2017""], [""552141"", ""grammar"", 2014, 42, ""Aviva Shimelman 2014""], [""42491"", ""grammar"", 1984, 27, ""na 1984""], [""300405"", ""grammar_sketch"", 1917, 131, ""J. F. M. Raez 1917""]]}",-12.1809,language,-75.2055,South America,,Huaylla Wanca Quechua,"('East Waylla [east2553]':1,'Waycha [wayc1238]':1,'West Waylla [west2638]':1)'Huaylla Wanca Quechua [huay1241][qvw]-l-':1",6171
False,Spoken L1 Language,1,0,0,,367,367,huh,huil1244,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3277"", ""label"": ""Huilliche""}, {""url"": ""https://www.wikidata.org/entity/Q35531"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Huilliche_language"", ""label"": null}], ""meds"": [[""59822"", ""grammar_sketch"", 1895, 67, ""Lenz, Rudolf and Calvun, Pehuenche Indian (Juan Kallv\u00fcn) 1895-1897""], [""32860"", ""wordlist_or_less"", 1877, 19, ""Carl Martin 1877""]]}",-40.0694,language,-72.767,South America,,Huilliche,('Tsesungún [tses1238]':1)'Huilliche [huil1244][huh]-l-':1,1620
False,Spoken L1 Language,3,0,0,,60,2067,jup,hupd1244,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/jup"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/3275"", ""label"": ""Hupda""}, {""url"": ""https://en.wikipedia.org/wiki/Hup_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/hupd1244"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_hpd"", ""label"": ""Hup""}, {""url"": ""https://www.wikidata.org/entity/Q3143384"", ""label"": null}], ""meds"": [[""60289"", ""long_grammar"", 2005, 1134, ""Patience Epps 2005""], [""158929"", ""grammar"", 1977, 0, ""Woods, Frances M. and Longacre, Robert E. 1977""], [""137493"", ""grammar"", 1976, 0, ""Longacre, Robert E. and Woods, Frances 1976""], [""82029"", ""grammar_sketch"", 1955, 101, ""Giacone, Ant\u00f4nio 1955""], [""38570"", ""wordlist_or_less"", 1925, 60, ""Paul Rivet and P. de Kok and Tastevin, Constant 1925""]]}",0.58622,language,-69.8359,South America,,Hup,"('Central Hup [nehu1238]':1,'Eastern Hup [tuhu1238]':1,'Western Hup [hupd1245]':1)'Hup [hupd1244][jup]-l-':1",3645
True,Bookkeeping,0,0,0,,342,342,iap,iapa1241,"{""iso_retirement"": {""code"": ""iap"", ""name"": ""Iapama"", ""change_request"": ""2015-037"", ""effective"": ""2016-01-15"", ""reason"": ""non-existent"", ""change_to"": [], ""remedy"": ""Retire"", ""comment"": null}, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5983399"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Iapama_language"", ""label"": null}], ""meds"": [[""535661"", ""wordlist_or_less"", 2015, 0, ""ISO 639-3 Registration Authority 2015""]]}",0.97588,language,-53.3269,South America,,Iapama,'Iapama [iapa1241][iap]-l-':1,1290
False,Unclassifiable,0,0,0,,394,394,NOCODE_Idabaez,idab1234,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""42252"", ""wordlist_or_less"", 1950, 11, ""John H. Rowe 1950""]]}",,language,,South America,,Idabaez,'Idabaez [idab1234]-l-':1,1766
False,Spoken L1 Language,0,0,0,,310,6854,ign,igna1246,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/ign"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/2910"", ""label"": ""Ignaciano""}, {""url"": ""https://phoible.org/languages/igna1246"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ign"", ""label"": ""Ignaciano""}, {""url"": ""https://www.wikidata.org/entity/Q3148190"", ""label"": null}], ""meds"": [[""137923"", ""long_grammar"", 2004, 1034, ""Olza Zubiri, Jes\u00fas and Nuni de Chapi, Conchita and Juan Tube 2004""], [""62808"", ""grammar"", 2002, 0, ""Olza Zubiri, Jes\u00fas and Conchita Nuni de Chapi and Juan Tube 2002""], [""45284"", ""grammar_sketch"", 1983, 322, ""Ott, Willis and Ott, Rebecca B. 1983""], [""113916"", ""grammar_sketch"", 1965, 82, ""Ott, Willis and Ott, Rebecca B. 1965""], [""24959"", ""wordlist_or_less"", 1942, 12, ""Alfred M\u00e9traux 1942""], [""552875"", ""wordlist_or_less"", 1934, 6, ""Richard N. Wegner 1934""]]}",-15.1188,language,-65.3993,South America,,Ignaciano,'Ignaciano [igna1246][ign]-l-':1,9512
False,Spoken L1 Language,0,0,0,,400,3378,txi,ikpe1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://endangeredlanguages.com/lang/3220"", ""label"": ""Ikp\u00e9ng""}, {""url"": ""https://www.wikidata.org/entity/Q9344891"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Ikpeng_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/ikpe1245"", ""label"": null}], ""meds"": [[""313421"", ""grammar"", 2001, 290, ""Pach\u00eaco, Frantom\u00e9 Bezerra 2001""], [""26448"", ""grammar_sketch"", 1997, 145, ""Pach\u00eaco, Frantom\u00e9 Bezerra 1997""], [""22504"", ""phonology_or_text"", 1980, 0, ""Emmerich, Charlotte 1980""], [""73156"", ""wordlist_or_less"", 1965, 3, ""Eduardo Galv\u00e3o and M\u00e1rio F. Sim\u00f5es 1965""], [""71296"", ""wordlist_or_less"", 1948, 3, ""Claude L\u00e9vi-Strauss 1948""]]}",-11.37822,language,-53.49553,South America,,Ikpeng,'Ikpeng [ikpe1245][txi]-l-':1,5155
False,Unclassifiable,0,0,0,,394,394,NOCODE_Imbabura,imba1237,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q2937753"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Caranqui_language"", ""label"": null}], ""meds"": [[""63392"", ""wordlist_or_less"", 1922, 15, ""von Buchwald, Otto 1922""], [""66619"", ""wordlist_or_less"", 1919, 5, ""Jij\u00f3n y Caama\u00f1o, Jacinto 1919""]]}",,language,,South America,,Imbabura,'Imbabura [imba1237]-l-':1,1711
False,Spoken L1 Language,0,0,0,,138,8755,qvi,imba1240,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""http://crubadan.org/languages/qvi"", ""label"": null}, {""url"": ""http://endangeredlanguages.com/lang/10851"", ""label"": ""Highland Ecuadorian Quichua""}, {""url"": ""https://phoible.org/languages/imba1240"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_qim"", ""label"": ""Quechua (Imbabura)""}, {""url"": ""https://www.wikidata.org/entity/Q25559701"", ""label"": null}], ""meds"": [[""95474"", ""long_grammar"", 1971, 1061, ""Ott, Clarence E 1971""], [""28169"", ""wordlist_or_less"", 1946, 7, ""John Murra 1946""], [""63393"", ""wordlist_or_less"", 1921, 15, ""Buchwald, Otto von 1921""]]}",0.31776,language,-78.3729,South America,,Imbabura Highland Quichua,'Imbabura Highland Quichua [imba1240][qvi]-l-':1,11758
